,bhk,area,region,price_in_cr
33787,2,950,Goregaon West,2.15
33788,2,1050,Goregaon West,2.45
33790,2,885,Goregaon West,2.35
33799,3,1245,Bandra Kurla Complex,4.55
33800,2,900,Bandra Kurla Complex,3.2
33803,2,755,Vikhroli,1.69
33806,1,600,Chembur,1.34
33811,3,1650,Chembur,4.19
33814,4,3000,Chembur,7.75
33833,1,585,Santacruz East,1.29
33843,3,1411,Powai,3.3
33847,2,954,Malad East,1.99
33849,2,954,Malad East,1.95
33850,3,1129,Malad East,2.3
33878,3,1245,Bandra Kurla Complex,4.55
33879,2,900,Bandra Kurla Complex,3.2
33884,3,1411,Powai,3.3
33885,3,900,Andheri East,2.7
33889,2,1203,Santacruz East,2.85
33892,2,778,Goregaon West,2.1
33894,2,755,Goregaon West,1.53
33902,2,670,Malad West,1.65
33903,1,500,Bhandup West,1.0
33910,3,1275,Bandra Kurla Complex,4.55
33928,2,828,Powai,2.03
33929,4,1660,Powai,4.06
33930,2,713,Goregaon West,2.0
33931,2,750,Goregaon West,2.11
33932,3,998,Goregaon West,2.82
33933,4,1534,Powai,4.86
33934,2,778,Andheri East,2.15
33936,4,1838,Byculla,7.8
33937,4,2307,Byculla,9.44
33938,3,1028,Marine Lines,5.7
33939,2,611,Powai,1.79
33940,2,678,Powai,2.03
33941,3,922,Powai,2.76
33942,3,944,Powai,2.82
33943,2,736,Andheri East,1.99
33944,3,912,Andheri East,2.54
33945,3,984,Andheri East,2.79
33946,3,1024,Andheri East,3.01
33948,4,1720,Andheri East,5.07
33949,2,650,Jogeshwari West,1.92
33950,2,660,Jogeshwari West,1.95
33962,3,1330,Malad East,2.89
33963,3,1320,Malad East,2.93
33967,3,1550,Powai,3.45
33988,4,1800,Juhu,11.7
33989,4,2700,Juhu,17.55
33990,3,1240,Juhu,6.82
33991,2,972,Santacruz East,2.61
33992,1,925,Santacruz East,1.95
33993,4,1578,Santacruz East,4.85
33994,1,925,Santacruz East,1.95
33995,5,1600,Santacruz East,5.77
33996,4,2150,Santacruz East,5.96
33997,2,1125,Santacruz East,2.33
33998,2,995,Santacruz East,2.1
33999,2,965,Santacruz East,2.05
34000,2,1050,Santacruz East,2.4
34001,1,995,Bandra East,2.5
34002,3,1617,Parel,3.99
34007,3,1200,Borivali West,2.5
34009,4,1320,Jogeshwari West,3.9
34010,2,632,Borivali East,1.67
34011,2,652,Borivali East,1.72
34013,3,1059,Borivali East,2.8
34014,3,1071,Borivali East,2.84
34015,4,1242,Borivali East,3.29
34016,4,1256,Borivali East,3.33
34017,2,711,Borivali West,2.21
34024,1,750,Andheri East,1.6
34025,1,675,Andheri East,1.5
34026,2,990,Andheri East,2.25
34027,2,1200,Andheri East,3.0
34028,1,550,Andheri East,1.5
34029,3,1140,Thane West,2.5
34030,3,1094,Thane West,2.4
34035,2,680,Lower Parel,2.93
34036,2,737,Lower Parel,3.3
34037,4,1360,Lower Parel,5.59
34038,4,1470,Lower Parel,6.48
34039,3,1088,Goregaon West,2.92
34046,3,2220,Andheri West,5.0
34048,3,1300,Sion,5.8
34049,2,1100,Powai,2.9
34050,3,1470,Powai,4.3
34052,2,910,Powai,1.9
34053,3,1502,Powai,3.26
34055,3,1650,Chembur,4.04
34059,2,760,Bandra West,4.35
34062,2,970,Powai,2.01
34063,2,1222,Santacruz West,3.91
34064,3,1647,Santacruz West,5.27
34081,1,650,Byculla,1.5
34082,2,1250,Mazagaon,4.25
34084,4,1350,Juhu,6.17
34088,3,1450,Thane West,3.6
34089,1,445,Goregaon West,0.92
34090,2,641,Goregaon West,1.43
34094,1,445,Goregaon West,0.9209999999999999
34097,3,1250,Goregaon East,3.1
34098,5,6000,Worli,16.0
34101,2,629,Ghatkopar East,1.39
34104,1,500,Powai,1.1
34122,1,585,Santacruz East,1.29
34123,2,750,Santacruz East,1.98
34124,2,897,Santacruz East,2.35
34125,2,757,Santacruz East,1.99
34126,2,939,Santacruz East,1.95
34127,3,1002,Santacruz East,2.69
34128,2,988,Santacruz East,2.55
34129,2,750,Santacruz East,1.89
34130,3,1482,Santacruz East,4.5
34131,2,845,Santacruz East,1.99
34132,2,878,Santacruz East,2.39
34133,2,780,Santacruz East,1.59
34134,2,860,Santacruz East,2.16
34135,2,814,Santacruz East,2.39
34139,1,550,Andheri West,1.5
34144,2,795,Malad East,1.59
34145,2,862,Kandivali East,1.81
34158,3,1090,Andheri West,4.5
34159,4,1750,Bandra West,8.25
34161,3,1185,Andheri West,3.0
34164,3,1059,Borivali East,2.8
34165,3,1071,Borivali East,2.84
34166,4,1242,Borivali East,3.29
34167,4,1256,Borivali East,3.33
34168,2,711,Borivali West,2.21
34175,1,750,Andheri East,1.6
34176,1,675,Andheri East,1.5
34177,2,990,Andheri East,2.25
34178,2,1200,Andheri East,3.0
34179,1,550,Andheri East,1.5
34180,3,1140,Thane West,2.5
34182,2,700,Kandivali West,1.63
34183,2,995,Kandivali East,1.99
34184,2,902,Santacruz East,2.68
34191,3,1400,Goregaon East,3.8
34194,4,1277,Goregaon East,3.52
34195,2,825,Goregaon West,2.5
34196,3,940,Goregaon West,2.85
34197,3,1157,Mahim,5.69
34200,2,750,Chembur,1.54
34207,4,1424,Bandra East,4.6
34218,2,1100,Andheri East,2.6
34220,5,6000,Lower Parel,34.0
34221,1,550,Andheri East,1.2
34223,2,1400,Goregaon East,2.8
34225,3,1200,Andheri West,4.9
34239,3,1036,Kandivali East,3.56
34240,3,1146,Kandivali East,3.85
34241,3,1015,Kandivali East,3.52
34242,2,753,Malad West,1.82
34243,3,1132,Borivali East,3.71
34244,2,622,Borivali West,1.6
34246,3,1726,Prabhadevi,9.9
34247,4,2142,Prabhadevi,12.4
34248,4,2823,Prabhadevi,18.35
34249,4,2823,Prabhadevi,16.51
34251,2,809,Kandivali West,2.1
34269,3,1770,Nerul,7.49
34270,3,1770,Nerul,7.49
34271,3,1040,Nerul,3.59
34272,3,1040,Nerul,3.59
34273,3,1080,Nerul,3.78
34274,3,1080,Nerul,3.78
34275,3,1430,Nerul,5.12
34276,3,1430,Nerul,5.12
34277,3,1560,Nerul,6.59
34278,3,1560,Nerul,6.59
34279,3,1400,Nerul,4.99
34280,3,1400,Nerul,4.99
34281,3,1300,Nerul,4.49
34282,3,1300,Nerul,4.49
34285,2,970,Powai,2.02
34287,3,1450,Goregaon East,3.5
34288,3,1400,Goregaon West,3.25
34306,2,813,Andheri East,2.4
34307,2,813,Andheri East,2.4
34308,2,813,Andheri East,2.4
34309,3,1166,Andheri East,3.6
34310,4,1455,Andheri East,4.3
34311,3,1295,Andheri East,3.85
34314,4,1220,Andheri West,4.07
34315,2,905,Dadar West,4.77
34316,3,1106,Dadar West,5.84
34317,3,1466,Dadar West,7.74
34318,3,1450,Mahalaxmi,7.5
34337,3,1988,Powai,3.99
34341,2,647,Dahisar,1.41
34342,2,701,Dahisar,1.49
34343,3,1101,Dahisar,2.38
34344,2,621,Bandra East,2.21
34345,2,866,Goregaon West,2.33
34346,3,1500,Kanjurmarg,3.45
34348,2,905,Goregaon West,2.43
34350,2,765,Malad West,2.12
34353,3,1125,Malad West,3.13
34354,4,1400,Andheri West,4.06
34394,5,2200,Thane West,5.75
34396,3,998,Malad West,2.65
34397,3,1050,Malad West,2.67
34398,3,1050,Malad West,2.81
34399,4,1288,Malad West,3.3
34400,4,1288,Malad West,3.46
34401,4,1511,Malad West,3.84
34402,4,1511,Malad West,4.04
34403,4,2100,Malad West,5.34
34404,4,1704,Malad West,4.32
34405,4,1507,Andheri West,5.23
34406,3,1450,Andheri West,6.65
34407,4,1752,Juhu,9.6
34408,5,4250,Juhu,25.5
34409,5,4250,Juhu,25.5
34410,4,1752,Juhu,10.5
34411,5,4250,Juhu,25.5
34412,3,998,Malad West,2.52
34413,4,1792,Goregaon West,5.75
34414,2,675,Dahisar,1.62
34415,2,685,Dahisar,1.64
34417,4,1800,Andheri West,8.5
34418,4,3330,Andheri West,14.75
34419,4,3330,Andheri West,18.0
34420,3,1097,Kandivali West,2.96
34421,2,908,Kandivali West,2.45
34422,2,853,Kandivali West,2.3
34423,4,2300,Andheri West,11.0
34424,4,3050,Andheri West,14.0
34425,3,1293,Juhu,7.11
34426,3,1160,Juhu,5.6
34434,3,1800,Andheri West,6.25
34447,3,1740,Goregaon West,5.75
34450,1,775,Andheri East,1.61
34451,1,775,Andheri East,1.62
34452,1,775,Andheri East,1.63
34453,1,775,Andheri East,1.64
34454,2,1095,Andheri East,2.21
34455,2,1095,Andheri East,2.22
34456,2,1095,Andheri East,2.23
34457,2,1095,Andheri East,2.24
34458,3,1386,Andheri East,3.13
34472,2,965,Kandivali East,2.6
34473,2,873,Kandivali East,1.8
34474,2,947,Kandivali East,2.1
34476,3,1200,Andheri West,3.4
34477,2,867,Andheri East,2.1
34478,2,1054,Andheri East,2.35
34479,2,769,Malad East,1.55
34480,2,891,Andheri East,1.88
34481,3,996,Andheri East,2.1
34482,3,1062,Andheri East,2.23
34483,4,1790,Andheri East,3.76
34484,4,1890,Andheri East,3.98
34485,3,1141,Mahim,5.75
34515,3,1440,Goregaon West,3.75
34532,2,920,Andheri West,1.95
34535,4,4200,Bandra West,20.0
34542,1,535,Kanjurmarg,1.1
34545,2,724,Chembur,1.77
34547,2,755,Goregaon West,1.53
34551,4,1340,Malad West,3.3
34552,3,1002,Kandivali East,3.06
34553,4,1540,Kandivali East,4.4
34559,3,1315,Borivali East,3.58
34564,2,658,Malad West,1.86
34565,2,658,Malad West,1.96
34566,3,913,Malad West,2.55
34567,2,711,Borivali West,2.21
34568,2,732,Borivali West,2.28
34569,2,760,Borivali West,2.36
34572,4,1464,Borivali West,4.55
34573,4,1583,Borivali West,4.91
34574,3,1160,Dadar West,6.1
34576,2,602,Goregaon East,1.66
34577,4,1600,Borivali West,4.98
34578,2,670,Mahim,3.35
34579,2,831,Mahim,4.15
34580,3,1216,Andheri West,6.37
34581,3,1216,Andheri West,6.37
34582,5,2075,Andheri West,10.87
34583,2,675,Malad West,2.0
34584,3,913,Malad West,2.72
34585,4,1581,Malad West,4.69
34586,2,659,Borivali West,1.79
34587,2,739,Borivali West,2.02
34588,4,1318,Borivali West,3.6
34592,3,1740,Goregaon West,5.75
34593,3,1440,Goregaon West,3.5
34596,2,658,Malad West,1.86
34597,2,658,Malad West,1.96
34598,3,913,Malad West,2.55
34599,2,711,Borivali West,2.21
34600,2,732,Borivali West,2.28
34601,4,1202,Kandivali West,3.22
34602,4,1288,Kandivali West,3.44
34603,4,1380,Kandivali East,4.21
34604,4,1300,Kandivali East,3.96
34605,3,1041,Kandivali East,3.18
34606,3,1083,Kandivali East,3.3
34607,2,647,Kandivali East,1.97
34608,2,622,Kandivali East,1.9
34609,3,1090,Borivali West,3.6
34610,2,641,Borivali West,2.12
34611,2,677,Borivali West,2.2
34612,2,689,Borivali West,2.28
34613,4,1284,Borivali West,4.25
34614,4,1366,Borivali West,4.5
34658,2,1283,Andheri West,2.85
34659,3,1788,Andheri West,3.85
34660,4,2100,Andheri West,5.5
34661,2,1103,Andheri West,2.85
34662,4,3050,Andheri West,11.0
34666,2,724,Chembur,1.77
34667,3,2019,Andheri West,5.0
34668,2,1000,Andheri West,2.4
34687,2,1100,Byculla,3.0
34694,3,962,Bhayandar East,1.95
34696,2,817,Powai,2.4
34697,3,1115,Powai,2.76
34698,4,2197,Powai,5.7
34700,3,1281,Powai,3.25
34702,2,1125,Borivali East,2.32
34704,3,1400,Vashi,2.8
34705,3,1300,Ghatkopar East,2.85
34706,2,1200,Lower Parel,4.0
34707,4,2600,Lower Parel,11.5
34710,2,1180,Powai,2.4
34711,3,1800,Powai,3.8
34712,4,2200,Powai,5.5
34719,3,1740,Goregaon West,5.75
34758,3,901,Andheri West,3.15
34760,1,426,Andheri East,1.1
34762,1,456,Andheri East,1.15
34763,2,716,Malad West,1.45
34764,3,1135,Chembur,2.5
34765,3,1100,Andheri West,3.65
34767,5,2280,Andheri West,5.22
34768,1,620,Andheri West,1.3
34769,4,2200,Mulund West,4.75
34785,1,755,Powai,1.51
34793,2,1005,Powai,2.01
34794,3,1402,Powai,3.15
34795,2,1005,Powai,2.02
34796,4,4200,Bandra West,20.0
34820,4,3181,Kandivali East,13.67
34821,3,991,Andheri East,2.89
34822,3,1076,Andheri East,3.12
34823,2,610,Malad East,1.42
34824,3,1220,Malad East,2.84
34825,2,661,Malad East,1.45
34826,2,679,Malad East,1.49
34830,3,1800,Santacruz West,8.0
34831,3,1800,Bandra West,7.85
34835,3,1522,Parel,5.95
34844,3,2000,Vashi,4.0
34847,2,1000,Sanpada,3.5
34848,3,1300,Sanpada,5.25
34850,4,2400,Powai,10.0
34851,2,1060,Powai,2.85
34852,3,1500,Powai,3.85
34853,2,1050,Powai,2.5
34854,3,1500,Powai,3.15
34855,4,2200,Powai,5.0
34856,2,1200,Parel,3.5
34857,3,1500,Parel,5.0
34858,2,1300,Lower Parel,5.3
34864,4,4500,Malad East,9.0
34865,2,1250,Byculla,3.7
34866,3,1800,Byculla,5.0
34867,4,3000,Byculla,9.5
34868,2,1050,Bandra East,2.15
34870,2,890,Bandra East,2.05
34871,3,1294,Bandra East,5.67
34875,2,715,Ghatkopar East,1.62
34877,3,954,Ghatkopar East,1.99
34882,2,1283,Andheri West,2.85
34883,3,1788,Andheri West,3.85
34884,4,2100,Andheri West,5.5
34885,2,1103,Andheri West,2.85
34886,4,3050,Andheri West,11.0
34888,3,1031,Andheri West,3.6
34905,1,650,Goregaon West,1.3
34906,3,1335,Goregaon West,3.5
34907,1,585,Goregaon West,1.45
34909,2,950,Goregaon West,2.15
34910,2,1050,Goregaon West,2.45
34912,2,885,Goregaon West,2.35
34923,3,1050,Juhu,4.4
34925,3,1150,Malad East,3.0
34929,2,1100,Byculla,3.0
34933,1,650,Powai,1.3
34934,2,950,Powai,1.9
34937,2,855,Borivali West,2.15
34938,3,1500,Byculla,4.3
34941,3,1700,Santacruz West,6.0
34948,3,1484,Napeansea Road,4.15
34950,2,850,Ville Parle East,2.96
34952,2,850,Santacruz East,2.3
34955,4,1650,Ville Parle East,5.75
34961,2,1023,Bandra West,2.49
34971,2,953,Kandivali West,2.02
34975,2,1085,Malad West,2.21
34976,4,1985,Malad West,4.15
34977,4,1985,Malad West,4.17
34978,1,789,Borivali West,1.66
34979,2,1010,Borivali West,2.7
34983,3,1365,Borivali East,3.23
34985,3,1365,Mulund West,3.0
34986,3,1365,Mulund West,3.04
34997,2,1125,Andheri East,2.3
34999,3,1275,Andheri East,2.65
35000,2,1125,Andheri East,2.32
35001,3,1100,Goregaon West,2.69
35035,2,1000,Andheri West,2.9
35036,3,1300,Andheri West,4.6
35042,3,2046,Kandivali West,4.11
35047,4,1800,Santacruz West,9.5
35060,3,1365,Powai,2.75
35061,3,1365,Powai,2.8
35062,3,1365,Powai,2.81
35063,2,1175,Powai,2.45
35064,2,1175,Powai,2.5
35065,2,1175,Powai,2.55
35066,2,1175,Powai,2.6
35067,2,1175,Powai,2.65
35068,3,1650,Powai,3.85
35069,3,1650,Powai,3.9
35070,3,1650,Powai,3.95
35089,2,920,Kandivali West,1.9
35098,2,1000,Bandra West,4.5
35101,3,1500,Khar,10.0
35102,4,2300,Santacruz West,14.0
35104,4,1900,Bandra West,9.8
35114,2,900,Mulund West,1.9
35131,3,1275,Andheri East,2.58
35140,1,550,Kandivali West,1.4
35141,1,550,Kandivali West,1.4
35151,1,550,Borivali East,1.1
35152,1,550,Borivali East,1.1
35153,1,550,Borivali East,1.1
35163,4,2500,Thane West,5.5
35168,3,2100,Prabhadevi,8.7
35182,3,900,Kandivali East,1.87
35190,3,980,Malad East,2.05
35193,3,1050,Malad East,2.1
35195,2,710,Jogeshwari East,1.45
35203,3,2000,Andheri West,10.35
35204,3,2000,Bandra West,7.0
35207,5,2172,Malad East,5.54
35208,3,1420,Marine Lines,7.7
35209,2,640,Borivali East,1.86
35210,2,702,Borivali East,2.03
35211,2,745,Borivali East,2.14
35235,1,402,Kandivali East,0.9447
35236,1,549,Kandivali East,1.29
35237,1,407,Kandivali East,0.9564
35238,1,402,Kandivali East,0.9447
35239,1,402,Kandivali East,0.9447
35240,1,549,Kandivali East,1.29
35241,1,549,Kandivali East,1.29
35242,1,407,Kandivali East,0.9564
35243,1,407,Kandivali East,0.9564
35252,2,840,Andheri East,1.95
35253,4,2546,Juhu,11.4
35254,3,1357,Juhu,6.0
35255,1,450,Bandra East,1.41
35256,2,650,Bandra East,1.95
35257,3,1650,Bandra East,5.0
35258,1,480,Bandra East,1.51
35260,2,720,Bandra East,1.88
35261,2,1070,Bandra Kurla Complex,3.75
35262,2,1070,Bandra Kurla Complex,3.15
35265,1,550,Borivali East,1.1
35266,1,550,Borivali East,1.1
35267,1,550,Borivali East,1.1
35274,2,1125,Borivali East,2.32
35275,2,1125,Borivali East,2.33
35282,3,1440,Goregaon West,3.5
35312,2,1015,Bandra East,4.5
35313,2,890,Bandra East,2.49
35314,2,760,Mira Road East,2.04
35315,2,890,Bandra East,2.5
35316,2,890,Bandra East,2.05
35317,3,1294,Bandra East,5.67
35321,2,715,Ghatkopar East,1.62
35323,3,954,Ghatkopar East,1.99
35329,2,780,Ghatkopar East,1.74
35379,3,1988,Powai,3.99
35395,1,535,Kanjurmarg,1.1
35399,1,775,Andheri East,1.61
35400,1,775,Andheri East,1.62
35401,1,775,Andheri East,1.63
35402,1,775,Andheri East,1.64
35403,2,1095,Andheri East,2.21
35404,2,1095,Andheri East,2.22
35405,2,1095,Andheri East,2.23
35406,2,1095,Andheri East,2.24
35407,3,1386,Andheri East,3.13
35412,2,965,Santacruz East,2.65
35414,4,2200,Byculla,7.5
35428,4,2500,Thane West,5.5
35458,3,1385,Kandivali East,3.35
35464,2,780,Ghatkopar East,1.74
35472,2,920,Kandivali West,1.9
35473,2,920,Kandivali West,1.9
35474,3,1301,Kandivali West,2.75
35480,3,1301,Kandivali West,2.71
35481,3,1301,Kandivali West,2.7
35482,2,1071,Kandivali West,2.48
35483,2,1071,Kandivali West,2.49
35488,3,1500,Khar,10.0
35489,4,2300,Santacruz West,14.0
35491,4,1900,Bandra West,9.8
35501,3,1680,Mulund West,3.46
35510,2,817,Powai,2.4
35511,3,1115,Powai,2.76
35512,4,2197,Powai,5.7
35514,3,1281,Powai,3.25
35516,3,961,Bhayandar East,1.95
35519,2,1125,Borivali East,2.32
35523,3,962,Bhayandar East,1.95
35530,4,2200,Goregaon East,6.48
35532,2,1150,Goregaon West,2.8
35533,2,800,Goregaon West,2.0
35534,3,1050,Goregaon West,2.75
35537,1,350,Chembur,0.7
35545,2,780,Ghatkopar East,1.74
35558,2,1015,Bandra East,4.5
35559,2,890,Bandra East,2.49
35560,2,760,Mira Road East,2.04
35561,2,890,Bandra East,2.5
35562,2,890,Bandra East,2.05
35563,3,1294,Bandra East,5.67
35567,2,715,Ghatkopar East,1.62
35593,2,735,Borivali West,1.55
35601,4,2200,Goregaon East,6.48
35606,1,417,Kandivali West,0.98
35656,1,550,Kandivali West,1.4
35658,4,1985,Malad West,4.32
35664,2,720,Kandivali East,1.45
35673,3,1301,Kandivali West,2.75
35674,3,1301,Kandivali West,2.75
35675,3,1301,Kandivali West,2.75
35685,1,417,Kandivali West,0.98
35689,4,2200,Goregaon East,6.48
35699,2,930,Powai,2.05
35700,2,1035,Malad West,2.1
35701,2,985,Nahur East,2.35
35703,2,1010,Borivali West,2.61
35704,4,1985,Malad West,4.19
35709,3,1426,Kandivali West,3.98
35729,4,1870,Santacruz East,4.0
35758,2,747,Ghatkopar East,4.18
35780,3,1426,Kandivali West,3.98
35792,1,550,Kandivali West,1.4
35794,4,1985,Malad West,4.32
35799,2,1000,Wadala,2.2
35800,3,1600,Wadala,3.5
35801,2,1200,Vikhroli,3.0
35802,3,1800,Vikhroli,5.0
35803,1,484,Malad West,1.05
35806,4,3000,Lower Parel,13.0
35807,4,4000,Lower Parel,17.5
35808,3,2500,Lower Parel,9.0
35809,2,808,Malad West,1.82
35815,2,800,Dahisar,1.7
35832,3,1217,Ghatkopar East,6.81
35833,2,907,Ghatkopar East,5.08
35834,2,747,Ghatkopar East,4.18
35835,2,1130,Bandra East,2.44
35836,2,828,Bandra East,1.99
35837,2,890,Bandra East,2.2
35839,2,938,Andheri East,2.09
35840,3,1175,Andheri East,2.69
35842,1,510,Mazagaon,1.5
35872,2,840,Andheri East,1.95
35873,4,2546,Juhu,11.4
35874,3,1357,Juhu,6.0
35875,1,450,Bandra East,1.41
35876,2,650,Bandra East,1.95
35877,3,1650,Bandra East,5.0
35900,2,955,Santacruz East,2.1
35901,2,925,Santacruz East,1.91
35902,4,1798,Santacruz East,4.9
35903,3,1415,Santacruz East,4.78
35904,6,2900,Santacruz East,10.5
35905,5,3050,Santacruz East,10.5
35906,4,1750,Santacruz East,3.78
35907,1,630,Santacruz East,1.35
35908,3,1190,Santacruz East,3.19
35909,5,2450,Santacruz East,6.35
35910,4,1450,Santacruz East,5.25
35911,3,1450,Santacruz East,5.0
35931,1,520,Kandivali West,1.32
35934,2,893,Kanjurmarg,1.94
35936,2,985,Nahur East,2.35
35951,4,1870,Santacruz East,4.0
35954,3,1160,Mulund West,2.6
35955,1,610,Powai,1.45
35960,2,893,Kanjurmarg,1.94
35965,2,735,Borivali West,1.55
35969,1,520,Kandivali West,1.32
35970,2,900,Kandivali West,2.07
35980,2,1100,Malad East,2.5
35981,1,450,Malad West,0.99
35985,2,936,Kanjurmarg,1.93
35989,2,930,Kandivali East,2.75
35990,3,1400,Borivali West,3.5
35993,2,1150,Dadar West,5.57
35994,3,1350,Dadar West,6.92
36011,1,520,Kandivali West,1.32
36012,2,900,Kandivali West,2.07
36022,2,1100,Malad East,2.5
36023,1,450,Malad West,0.99
36024,2,930,Kandivali East,2.75
36025,3,1400,Borivali West,3.5
36060,1,417,Kandivali West,0.98
36070,1,520,Kandivali West,1.32
36071,2,900,Kandivali West,2.07
36096,1,384,Chembur,1.05
36097,2,763,Chembur,2.5
36098,1,429,Chembur,1.24
36105,3,1055,Powai,2.47
36106,2,805,Powai,2.22
36107,2,696,Powai,1.95
36108,2,800,Powai,2.19
36109,3,995,Powai,2.73
36111,2,691,Ghatkopar East,2.16
36112,2,624,Ghatkopar East,1.95
36114,1,424,Ghatkopar East,1.19
36115,1,440,Ghatkopar East,1.23
36116,1,510,Ghatkopar East,1.43
36117,1,406,Ghatkopar East,1.14
36119,3,962,Ghatkopar East,3.36
36121,4,1769,Ghatkopar East,6.19
36122,2,601,Ghatkopar East,2.1
36123,3,1109,Ghatkopar East,3.88
36124,2,829,Ghatkopar East,2.89
36125,1,405,Ghatkopar East,1.41
36126,4,1249,Ghatkopar East,4.37
36127,3,1059,Ghatkopar East,3.7
36129,2,750,Kanjurmarg,2.1
36131,2,1050,Kandivali East,2.2
36133,3,1561,Thane West,3.26
36136,2,631,Kanjurmarg,1.5
36137,2,1388,Lower Parel,4.86
36138,3,1840,Prabhadevi,6.0
36139,2,1500,Prabhadevi,5.0
36140,3,1800,Lower Parel,6.99
36141,4,5750,Bandra Kurla Complex,23.0
36142,4,6003,Worli,26.1
36143,2,1388,Lower Parel,4.8
36144,2,1250,Worli,3.9
36145,2,1250,Worli,4.5
36146,2,1250,Worli,3.87
36151,3,2400,Tardeo,9.0
36155,2,750,Andheri East,2.19
36156,2,800,Andheri East,2.3
36166,3,1250,Andheri East,3.55
36167,2,800,Powai,1.92
36171,3,1490,Goregaon East,3.15
36172,3,1046,Andheri West,2.47
36173,2,908,Andheri West,2.08
36174,2,950,Andheri West,1.96
36180,2,1002,Andheri West,3.25
36183,3,900,Andheri West,2.5
36186,3,1020,Goregaon West,2.27
36187,3,1046,Goregaon West,2.4
36188,3,2450,Khar,12.0
36191,2,857,Andheri East,2.0
36195,2,785,Wadala,2.58
36196,3,1520,Andheri West,3.1
36197,3,965,Wadala,2.77
36198,4,1400,Wadala,4.48
36199,2,666,Wadala,1.93
36215,3,1153,Andheri West,3.65
36217,2,824,Andheri West,2.49
36218,2,887,Powai,2.32
36219,2,765,Powai,1.92
36220,2,865,Powai,2.16
36229,4,1400,Wadala,4.48
36230,2,666,Wadala,1.93
36231,3,1350,Goregaon West,2.85
36233,2,785,Wadala,2.58
36234,2,765,Powai,1.92
36235,2,865,Powai,2.16
36241,1,789,Borivali West,1.65
36242,2,1021,Borivali West,2.45
36243,2,700,Kandivali West,1.9
36247,1,475,Kandivali West,1.4
36249,3,1275,Worli,6.2
36264,3,2030,Wadala,5.3
36265,1,700,Kurla,1.6
36266,2,810,Mulund East,1.97
36267,3,1146,Mulund East,2.76
36268,3,977,Mulund East,2.35
36269,2,750,Mulund East,1.77
36270,2,1300,Powai,2.65
36272,3,1039,Andheri East,2.46
36274,2,600,Mulund West,1.25
36279,1,455,Bhandup West,0.95
36280,2,803,Mulund West,1.65
36286,3,963,Mulund West,2.3
36287,2,887,Thane West,1.8
36289,3,1116,Thane West,2.3
36296,4,3145,Thane West,8.08
36299,2,623,Bhandup West,1.28
36300,1,481,Bhandup West,0.98
36301,2,1500,Prabhadevi,4.82
36303,2,1260,Seawoods,2.9
36307,3,1200,Ghatkopar West,2.75
36313,2,800,Chembur,1.75
36330,2,790,Andheri East,1.85
36332,2,1006,Jogeshwari West,2.5
36334,1,600,Andheri West,1.4
36337,3,1217,Jogeshwari West,3.35
36338,3,1091,Jogeshwari West,2.65
36346,3,1153,Andheri West,3.65
36347,3,1523,Andheri West,4.75
36348,2,824,Andheri West,2.5
36349,1,390,Malad West,0.99
36361,2,1125,Borivali East,2.33
36373,3,1205,Powai,3.78
36374,3,1373,Powai,4.3
36375,3,1205,Powai,3.78
36376,3,1373,Powai,4.3
36377,2,783,Powai,2.39
36378,2,783,Powai,2.39
36379,2,918,Powai,2.88
36380,2,918,Powai,2.88
36381,2,838,Chembur,2.24
36382,2,835,Chembur,2.19
36383,3,1000,Chembur,2.89
36385,2,698,Chembur,1.98
36394,2,900,Thane West,1.95
36397,1,460,Bhandup West,0.95
36398,2,630,Mulund West,1.3
36399,2,800,Bhandup West,1.6
36400,2,700,Mulund West,1.45
36401,1,460,Bhandup West,0.95
36404,3,1304,Thane West,3.44
36406,3,1121,Thane West,2.92
36407,3,1391,Thane West,3.45
36408,1,471,Thane West,1.23
36409,4,1355,Dahisar,3.24
36415,3,1600,Sanpada,3.5
36420,3,1084,Malad West,3.0
36424,3,1300,Thane West,2.8
36435,2,1100,Andheri East,2.7
36450,3,1700,Bandra West,6.9
36453,3,1060,Kandivali East,2.42
36454,2,800,Kandivali East,1.9
36455,1,624,Kandivali East,1.34
36456,2,921,Kandivali East,2.31
36457,1,800,Kandivali East,1.69
36458,3,1202,Kandivali East,2.8
36467,1,580,Mulund East,1.3
36473,2,1010,Borivali West,2.63
36477,3,1550,Nahur East,3.5
36478,2,1010,Borivali West,2.62
36480,4,1985,Malad West,4.25
36483,3,1275,Andheri East,2.7
36499,4,1985,Malad West,4.21
36500,4,1985,Malad West,4.23
36501,4,1985,Malad West,4.27
36502,1,450,Kandivali West,0.9
36504,1,475,Kandivali West,1.4
36505,2,700,Kandivali West,1.9
36508,3,1275,Andheri East,2.7
36510,4,1985,Malad West,4.29
36511,2,700,Kandivali West,1.92
36512,1,550,Kandivali West,1.4
36514,2,953,Kandivali West,2.02
36519,4,1985,Malad West,4.25
36520,2,1010,Borivali West,2.62
36523,2,688,Malad West,1.53
36525,2,727,Malad West,1.62
36526,2,716,Malad West,1.63
36527,2,759,Goregaon West,2.35
36529,3,1033,Goregaon West,3.2
36531,3,955,Kanjurmarg,2.12
36532,1,465,Kanjurmarg,1.05
36533,3,1081,Kanjurmarg,2.73
36534,2,626,Kanjurmarg,1.55
36536,1,535,Kanjurmarg,1.2
36537,1,509,Kanjurmarg,1.18
